地区,现存确诊,累计确诊,新增确诊,累计治愈,累计死亡,人口数（万）,每10万人确诊
瑞典,14865,17567,751,550,3331,3410,174
沙特阿拉伯,13050,15102,1158,1925,6.7%,880,44
奥地利,2677,15071,77,11872,6679,860,171
以色列,9004,14882,266,5685,15.1%,12690,173
日本,9986,12724,431,2408,2241,590,10
新加坡,11139,12075,1037,924,5.2%,1830,205
智利,5840,11812,516,5804,4289,13230,65
墨西哥,7937,11633,1043,2627,11.7%,1710,9
厄瓜多尔,9295,11183,333,1328,1551,20460,65
巴基斯坦,8391,11155,1062,2527,5.4%,3800,5
波兰,8352,10759,312,1944,722,5130,28
韩国,1967,10708,6,8501,3.1%,1950,21
罗马尼亚,7048,10417,386,2817,854,970,53
阿联酋,7063,8756,518,1637,3.7%,270,90
卡塔尔,7706,8525,623,809,572,26950,316
印度尼西亚,6523,8211,357,1002,2.7%,580,3
丹麦,2432,8210,161,5384,794,940,142
白俄罗斯,7024,8022,741,938,4.5%,4380,85
乌克兰,6853,7647,578,601,2152,540,17
挪威,7175,7401,97,32,12.3%,870,137
塞尔维亚,6074,7276,162,1063,127,10810,84
菲律宾,5953,7192,271,762,0.8%,1060,7
捷克,4789,7188,95,2186,522,2510,68
澳大利亚,1471,6675,14,5126,3.5%,3250,27
马来西亚,1932,5691,71,3663,193,1083.5,18
多米尼加共和国,4697,5543,243,581,1.3%,420,51
巴拿马,4749,5166,171,271,330,16470,123
孟加拉国,4446,4689,414,112,2.6%,4980,3
哥伦比亚,3419,4561,205,927,12,560,9
芬兰,2223,4395,155,2000,0.1%,5810,78
南非,2405,3953,170,1473,168,10120,7
埃及,2600,3891,169,1004,1.4%,3660,4
摩洛哥,3059,3692,160,478,1069,60,10
卢森堡,2854,3665,11,728,9.2%,4510,611
阿根廷,2350,3435,144,919,560,4270,8
阿尔及利亚,1245,3007,97,1355,5%,400,7
摩尔多瓦,2185,2926,148,661,237,6930,73
泰国,314,2854,13,2490,2.1%,420,4
科威特,1986,2614,151,613,463,1110,62
希腊,1759,2463,55,577,4.3%,970,22
匈牙利,1732,2383,116,401,240,1860,25
哈萨克斯坦,1752,2334,204,560,2.2%,160,13
巴林,1127,2217,89,1082,552,410,139
克罗地亚,976,2009,31,982,5.3%,500,49
阿曼,1456,1790,102,325,56,30,36
冰岛,270,1789,4,1509,0.6%,3280,596
乌兹别克斯坦,1208,1778,24,563,10,4040,5
伊拉克,423,1677,46,1171,0.1%,130,4
爱沙尼亚,1353,1605,33,206,686,290,123
亚美尼亚,841,1596,50,728,8.4%,1000,55
阿塞拜疆,558,1592,30,1013,394,480,16
新西兰,344,1456,0,1095,4.8%,2405,30
喀麦隆,719,1430,171,668,60,350,6
波斯尼亚和黑塞哥维那,828,1421,45,538,0.7%,341.1,41
波多黎各,1347,1416,38,-1,193,290,42
立陶宛,940,1410,28,430,2.5%,210,49
斯洛文尼亚,1076,1366,13,211,194,550,65
斯洛伐克,988,1360,81,355,2.6%,3680,25
阿富汗,1109,1330,103,179,139,210,4
北马其顿,943,1300,41,301,1.9%,1122,62
古巴,827,1235,52,365,477,700,11
保加利亚,926,1171,66,193,6.6%,2950,17
加纳,1046,1154,0,99,213,2490,4
科特迪瓦,631,1004,36,359,3%,94,4
吉布提,732,986,12,252,78,20100,105
尼日利亚,753,981,91,197,1.2%,1180,0
突尼斯,690,918,8,190,96,1270,8
几内亚,686,862,73,170,1.7%,120,7
塞浦路斯,684,795,6,98,265,190,66
拉脱维亚,639,784,17,133,4.8%,7.3,41
安道尔,353,723,0,333,146,-1,996
钻石公主号邮轮,54,712,0,645,2.8%,610,-1
玻利维亚,616,703,63,44,131,500,6
黎巴嫩,534,696,6,140,2.8%,290,11
哥斯达黎加,484,686,5,196,215,2150,14
阿尔巴尼亚,266,678,29,385,4.7%,640,23
尼日尔,391,671,5,256,172,1919,3
吉尔吉斯斯坦,326,656,19,322,3.9%,911,10
布基纳法索,165,616,9,410,75,350,3
洪都拉斯,484,562,9,31,1.9%,1670,6
乌拉圭,191,557,6,354,287,3.2,16
塞内加尔,277,545,37,262,7.4%,505.2,3
圣马力诺,398,501,13,63,155,40,1566
巴勒斯坦,384,480,6,92,4.2%,1010,10
马耳他,238,445,1,204,83,390,111
约旦,112,437,7,318,2.3%,82.7,4
格鲁吉亚,312,431,9,114,166,8130,11
留尼汪岛,174,412,0,238,4.8%,1658.2,50
刚果,321,394,18,48,407,2100,0
危地马拉,343,384,26,30,13.5%,126,2
斯里兰卡,259,373,13,107,80,1518,2
毛里求斯,59,329,1,261,2.7%,21.6,26
索马里,304,328,0,8,50,5140,2
马约特岛,197,326,15,125,1.8%,62.2,151
肯尼亚,217,320,17,89,15,3280,1
黑山,191,319,2,123,0.6%,1951.7,51
委内瑞拉,175,311,10,126,127,8.5,1
马里,211,309,0,77,5.2%,5910,2
马恩岛,70,307,0,221,250,9740,363
坦桑尼亚,263,284,0,11,10.5%,642,0
越南,46,270,0,224,22,284,0
萨尔瓦多,181,261,13,72,0.9%,9.8,4
牙买加,223,257,19,28,8,705.3,9
泽西岛,233,245,0,-1,0.4%,6.5,250
巴拉圭,141,220,0,70,51,4.8,3
根西岛,203,209,0,-1,2.5%,-1,320
法罗群岛,9,187,2,178,9,38,386
刚果,164,186,21,16,0.5%,203,-1
苏丹,144,174,23,14,10,1200,0
马提尼克,83,170,0,73,0.6%,40,45
加蓬,141,167,10,24,7,5288.5,8
卢旺达,67,154,3,87,0.4%,40,1
瓜德罗普岛,55,149,0,82,83,16.6,37
缅甸,125,139,6,9,4.9%,3.4,0
文莱,18,138,0,119,46,1650,35
关岛,34,136,0,97,2.9%,2520,82
直布罗陀,3,133,0,129,27,10500,387
柬埔寨,12,122,0,110,1.7%,44,1
马达加斯加,63,121,0,58,21,121.8,0
埃塞俄比亚,89,117,0,25,1.3%,29,0
马尔代夫,100,116,0,16,17,470,26
特立尼达和多巴哥,62,115,0,45,1.2%,10.5,9
法属圭亚那,22,107,10,84,43,6.5,37
利比里亚,73,101,0,20,3%,3.8,2
阿鲁巴岛,30,100,3,68,55,425,95
百慕大群岛,55,99,1,39,3.9%,130,152
摩纳哥,55,94,0,35,69,54,245
多哥,23,88,2,59,4.9%,3.8,2
赤道几内亚,76,84,1,7,40,1760,6
佛得角,80,82,14,1,2.8%,28.1,15
列支敦士登,25,81,0,55,79,4430,214
赞比亚,36,76,0,37,5.8%,3.1,0
巴巴多斯,40,76,1,30,17,37.2,27
乌干达,28,74,2,46,1.3%,1200,0
圣马丁岛,39,73,5,22,42,73.8,235
巴哈马,47,72,5,14,3.2%,6.4,19
海地,65,72,4,2,56,760,1
圭亚那,54,70,0,9,4.3%,627.7,9
开曼群岛,58,66,0,7,43,28,103
塞拉利昂,53,64,11,10,3.5%,1120,1
利比亚,43,60,1,15,52,10.8,1
法属波里尼西亚,21,57,0,36,4.4%,160,20
贝宁,26,54,0,27,9,2898,0
维尔京群岛,4,53,0,46,0.8%,3050,49
几内亚比绍,47,50,0,3,14,1827,3
尼泊尔,39,48,5,9,1.4%,1490,0
莫桑比克,37,46,2,9,2,670,0
叙利亚,33,42,0,6,0.2%,320,0
乍得,32,40,0,8,31,1809.2,0
厄立特里亚,33,39,0,6,3.2%,139,1
蒙古,28,36,0,8,38,1690,1
马拉维,27,33,15,3,4.1%,2925,0
斯威士兰,22,31,0,8,6,10.4,2
津巴布韦,23,29,0,2,0.7%,129.6,0
安哥拉,17,25,1,6,13,225,0
安提瓜和巴布达,11,24,0,10,1.6%,474,23
东帝汶,22,23,0,1,12,706.2,2
博茨瓦纳,21,22,2,-1,1.5%,88.5,1
中非,9,19,0,10,37,38.7,0
老挝,15,19,0,4,5.1%,28,0
斐济,10,18,0,8,13,253,2
伯利兹,11,18,0,5,1.8%,7.2,5
新喀里多尼亚群岛,1,18,0,17,43,17.6,6
纳米比亚,9,16,0,7,6.1%,5.7,1
多米尼克国,7,16,0,9,22,11.2,22
圣卢西亚,0,15,0,15,3.2%,11,9
圣克里斯托弗和尼维斯,14,15,0,1,6,17.6,26
格林纳达,9,15,1,6,0.9%,16,13
圣文森特岛,9,14,0,5,27,0.3,13
荷属安的列斯群岛,2,14,0,11,4%,615,8
马里亚纳群岛,12,14,0,-1,24,9.6,9
福克兰群岛,1,12,1,11,3.6%,1086,411
尼加拉瓜,1,11,0,7,8,1.3,0
塞舌尔,5,11,0,6,1.2%,3.5,11
布隆迪,6,11,0,4,41,7.6,0
蒙特塞拉特岛,9,11,0,2,6.7%,59.7,85
特克斯和凯科斯群岛,6,11,0,4,47,210,32
格陵兰岛,0,11,0,11,8.4%,0.1,14
苏里南,3,10,0,6,12,808,2
冈比亚,7,10,0,2,2.2%,75.4,0
梵蒂冈,7,9,0,2,6,450,1125
巴布亚新几内亚,8,8,1,-1,1.1%,0.5,0
不丹,4,7,1,3,40,1253,1
毛里塔尼亚,0,7,0,6,8%,3.1,0
圣巴泰勒米岛,0,6,0,6,4,20.4,119
南苏丹,5,5,0,-1,0.8%,1.5,0
维尔京群岛,1,5,0,3,3,-1,16
